date,open,high,low,close,volume
2024-07-07,0.6938,0.6981,0.6368,0.64,25868404.1
2024-07-08,0.6401,0.697,0.6126,0.6734,42404731.7
2024-07-09,0.6733,0.7559,0.6666,0.7434,35158769.2
2024-07-10,0.7434,0.7677,0.7193,0.7379,36383341.8
2024-07-11,0.738,0.7786,0.7267,0.7558,33474603.6
2024-07-12,0.7559,0.7718,0.7308,0.7483,22967832.9
2024-07-13,0.7484,0.7673,0.7428,0.7579,9163058.1
2024-07-14,0.7579,0.8194,0.7569,0.8073,23343492.4
2024-07-15,0.807,0.8496,0.7931,0.8442,22725535.0
2024-07-16,0.844,0.8836,0.8159,0.8673,32832533.2
2024-07-17,0.8674,0.892,0.8391,0.8401,26136809.1
2024-07-18,0.8402,0.8568,0.7862,0.8109,27442227.9
2024-07-19,0.811,0.8631,0.7965,0.854,27127662.0
2024-07-20,0.854,0.8918,0.8434,0.8503,36547373.6
2024-07-21,0.8505,0.8596,0.8104,0.8591,22050839.5
2024-07-22,0.8593,0.9024,0.8258,0.8314,33518533.2
2024-07-23,0.8314,0.8471,0.8,0.8145,23866701.7
2024-07-24,0.8144,0.8262,0.7646,0.7709,19026972.0
2024-07-25,0.7708,0.7717,0.71,0.7497,31015641.8
2024-07-26,0.7496,0.7934,0.7466,0.7872,15562233.3
2024-07-27,0.7872,0.799,0.7631,0.7844,15518756.2
2024-07-28,0.7844,0.7844,0.7435,0.7498,10504405.1
2024-07-29,0.7498,0.7851,0.7362,0.74,22378568.5
2024-07-30,0.7401,0.7511,0.694,0.7078,16197072.1
2024-07-31,0.7078,0.7264,0.6936,0.7071,20256732.5
2024-08-01,0.7071,0.718,0.6571,0.6961,30174666.1
2024-08-02,0.6959,0.7007,0.6347,0.6381,28628162.9
2024-08-03,0.6381,0.6537,0.5938,0.6104,27580379.5
2024-08-04,0.6105,0.6297,0.563,0.5775,32259200.0
2024-08-05,0.5777,0.5815,0.4625,0.5348,143632639.7
2024-08-06,0.5349,0.6156,0.5342,0.6012,43417143.4
2024-08-07,0.6013,0.6504,0.5905,0.6167,71136394.1
2024-08-08,0.6168,0.8628,0.6,0.8525,106374470.5
2024-08-09,0.8525,0.8799,0.8246,0.8552,86091811.2
2024-08-10,0.8555,0.96,0.8482,0.9196,90203179.2
2024-08-11,0.9195,0.9306,0.8585,0.8737,83318637.8
2024-08-12,0.8735,1.1174,0.8731,1.0143,207599158.1
2024-08-13,1.0143,1.0165,0.9324,0.9552,97919896.3
2024-08-14,0.9552,0.9728,0.886,0.934,95649879.3
2024-08-15,0.934,0.9394,0.8231,0.8452,90003021.0
2024-08-16,0.8452,0.8847,0.8062,0.8117,74650146.7
2024-08-17,0.8118,0.851,0.7982,0.8281,49766820.4
2024-08-18,0.8281,0.8573,0.8182,0.8246,51174429.8
2024-08-19,0.8247,0.9172,0.8104,0.9012,76421562.7
2024-08-20,0.9012,0.9295,0.8657,0.8706,64981265.0
2024-08-21,0.8706,0.8845,0.8323,0.8496,51840109.5
2024-08-22,0.8495,0.8652,0.8334,0.852,32927573.8
2024-08-23,0.8521,1.0365,0.851,1.0158,127653951.2
2024-08-24,1.0158,1.0565,0.9855,1.018,72774929.3
2024-08-25,1.018,1.022,0.9566,0.999,51571297.2
2024-08-26,0.9988,1.0144,0.9263,0.9265,61512975.2
2024-08-27,0.9265,0.9768,0.8321,0.8475,98545184.1
2024-08-28,0.8475,0.8513,0.7624,0.8098,102134172.2
2024-08-29,0.8099,0.8545,0.793,0.8034,43376613.9
2024-08-30,0.8031,0.8378,0.7662,0.8319,54436347.4
2024-08-31,0.8319,0.8363,0.7843,0.7962,18408188.0
2024-09-01,0.7961,0.8129,0.756,0.7606,31744602.4
2024-09-02,0.7606,0.799,0.7415,0.7871,49959677.0
2024-09-03,0.7869,0.8376,0.78,0.7853,70342965.8
2024-09-04,0.7853,0.8339,0.7487,0.8089,84941125.8
2024-09-05,0.809,0.8403,0.78,0.7971,57948202.9
2024-09-06,0.7969,0.888,0.7889,0.8376,133475992.0
2024-09-07,0.8377,0.918,0.8288,0.8914,86081760.4
2024-09-08,0.8914,0.9865,0.8842,0.9393,121487123.5
2024-09-09,0.9393,0.974,0.8948,0.9581,99835988.8
2024-09-10,0.9581,0.9711,0.9093,0.9179,67158179.2
2024-09-11,0.918,0.9335,0.8663,0.9301,77852429.6
2024-09-12,0.9301,1.0711,0.9272,1.0395,172554812.2
2024-09-13,1.0395,1.0485,0.9927,1.0275,77659545.6
2024-09-14,1.0275,1.0692,1.0031,1.0445,70951080.9
2024-09-15,1.0445,1.142,1.041,1.0787,119458567.7
2024-09-16,1.0787,1.13,1.0227,1.0419,121959331.6
2024-09-17,1.042,1.1907,1.0177,1.1694,138968931.6
2024-09-18,1.1694,1.3182,1.1423,1.3141,158333097.3
2024-09-19,1.3142,1.411,1.3078,1.379,143053971.8
2024-09-20,1.3794,1.5769,1.3483,1.4698,194812369.3
2024-09-21,1.4699,1.5125,1.4323,1.4816,74460372.8
2024-09-22,1.4817,1.6341,1.421,1.5848,140413689.7
2024-09-23,1.585,1.6466,1.5088,1.5348,122618733.6
2024-09-24,1.5348,1.7929,1.4931,1.743,161221042.4
2024-09-25,1.7431,1.7755,1.646,1.6978,108055585.2
2024-09-26,1.6978,1.7575,1.6003,1.6401,124514188.2
2024-09-27,1.6401,1.7347,1.6148,1.6568,92755138.1
2024-09-28,1.6568,1.6936,1.6069,1.687,54053976.4
2024-09-29,1.6869,1.85,1.628,1.758,125526080.0
2024-09-30,1.7585,1.8408,1.7012,1.7743,98018408.3
2024-10-01,1.7742,1.9335,1.6589,1.7571,211076097.4
2024-10-02,1.7572,1.9319,1.7387,1.856,167386161.8
2024-10-03,1.856,2.0116,1.5983,1.6633,213728209.7
2024-10-04,1.6633,1.8239,1.6235,1.7731,148336372.4
2024-10-05,1.7732,1.7884,1.6919,1.7541,61118272.0
2024-10-06,1.7544,1.8666,1.7081,1.841,75059039.6
2024-10-07,1.8409,2.168,1.8364,2.0173,191514458.7
2024-10-08,2.0173,2.1347,1.9295,1.9868,147218821.7
2024-10-09,1.9869,1.9974,1.8435,1.8755,118288209.7
2024-10-10,1.8756,1.9049,1.7467,1.8345,109114892.5
2024-10-11,1.8347,2.0876,1.79,2.054,132738620.2
2024-10-12,2.054,2.2882,2.0032,2.2415,130700373.5
2024-10-13,2.242,2.368,2.1235,2.3438,115307630.4
2024-10-14,2.3436,2.3498,2.2089,2.2501,123867777.8
2024-10-15,2.2502,2.2748,1.9725,2.0597,186775464.6
2024-10-16,2.0596,2.1552,1.9758,2.0828,108691392.5
2024-10-17,2.0829,2.1631,1.9973,2.0249,85940364.8
2024-10-18,2.0248,2.1528,2.0088,2.1256,58367169.7
2024-10-19,2.1256,2.1256,2.0401,2.0628,32190754.0
2024-10-20,2.0627,2.1543,2.0433,2.1282,56575161.4
2024-10-21,2.1283,2.1796,1.9972,2.0096,69497941.0
2024-10-22,2.0096,2.0336,1.8758,1.9393,73977532.5
2024-10-23,1.9394,1.999,1.8657,1.9775,78991736.4
2024-10-24,1.9775,2.0518,1.925,1.9369,59493671.4
2024-10-25,1.937,1.9443,1.64,1.752,86182096.1
2024-10-26,1.752,1.8464,1.7004,1.795,65712671.0
2024-10-27,1.7952,1.827,1.7248,1.7559,42099096.9
2024-10-28,1.7559,1.7886,1.5983,1.7729,98007478.0
2024-10-29,1.7726,2.0999,1.7637,2.0731,153598383.0
2024-10-30,2.0718,2.1329,1.9783,2.0828,89395492.9
2024-10-31,2.0827,2.0987,1.9368,1.9715,72447217.1
2024-11-01,1.9715,2.1099,1.916,1.99,94842609.9
2024-11-02,1.9905,2.0258,1.8687,1.9083,46068159.0
2024-11-03,1.9083,1.9641,1.7715,1.9466,83263197.6
2024-11-04,1.9464,1.9677,1.7914,1.8495,81131379.1
2024-11-05,1.8494,2.0702,1.8421,2.009,101508126.5
2024-11-06,2.0093,2.3554,1.999,2.3042,205768183.0
2024-11-07,2.3038,2.388,2.2081,2.319,95635598.9
2024-11-08,2.3193,2.3828,2.2044,2.2883,85454684.4
2024-11-09,2.2883,2.85,2.2304,2.7477,134954950.8
2024-11-10,2.7478,3.154,2.6971,3.0331,236070636.0
2024-11-11,3.0328,3.314,3.0228,3.2726,199796358.7
2024-11-12,3.2725,3.3317,2.8235,3.2151,175587404.0
2024-11-13,3.2148,3.4424,2.85,3.3039,182732752.5
2024-11-14,3.3039,3.5284,3.2233,3.3534,125389871.4
2024-11-15,3.3532,3.6796,3.1,3.6107,116034766.3
2024-11-16,3.6108,3.936,3.5792,3.7607,108161146.4
2024-11-17,3.761,3.9409,3.5732,3.7839,111441563.6
2024-11-18,3.7846,3.9098,3.6057,3.6992,83318827.7
2024-11-19,3.6993,3.85,3.6043,3.724,63587904.5
2024-11-20,3.7238,3.8443,3.4229,3.5247,85245452.8
2024-11-21,3.5249,3.697,3.3232,3.6252,101461563.7
2024-11-22,3.6253,3.6556,3.3934,3.5653,75576988.5
2024-11-23,3.5649,3.6596,3.34,3.4367,92252268.0
2024-11-24,3.4369,3.5705,3.1367,3.3958,83624554.9
2024-11-25,3.3963,3.4853,3.1013,3.1926,97009654.6
2024-11-26,3.192,3.5414,2.9722,3.4944,131509948.2
2024-11-27,3.4944,3.5028,3.2751,3.4332,73196702.5
2024-11-28,3.4332,3.6554,3.3922,3.4436,73918092.7
2024-11-29,3.4436,3.58,3.3584,3.4856,62817169.5
2024-11-30,3.4855,3.5339,3.4115,3.4758,44862843.1
2024-12-01,3.4759,3.5339,3.3336,3.4763,48248863.1
2024-12-02,3.4763,3.493,3.1783,3.3894,72501101.3
2024-12-03,3.3896,3.8785,3.3225,3.6951,190168789.2
2024-12-04,3.6955,3.7933,3.5214,3.6737,93733342.4
2024-12-05,3.6734,4.4453,3.5261,4.2274,214178300.3
2024-12-06,4.2269,4.49,4.0752,4.2171,130522393.0
2024-12-07,4.2171,4.4487,4.1542,4.2589,64229595.1
2024-12-08,4.2591,4.3983,4.1214,4.2322,45534245.1
2024-12-09,4.2311,4.27,3.35,3.8379,132662733.3
2024-12-10,3.837,3.8984,3.4631,3.7135,121862641.1
2024-12-11,3.7135,4.406,3.5657,4.3728,100136534.4
2024-12-12,4.3729,4.9136,4.3543,4.6209,146971444.5
2024-12-13,4.6205,4.9269,4.5402,4.7623,79617007.8
2024-12-14,4.7622,4.8455,4.3502,4.4592,50497435.7
2024-12-15,4.4595,4.85,4.3514,4.7834,56881957.6
2024-12-16,4.7842,4.96,4.5987,4.6286,69394598.3
2024-12-17,4.6282,4.868,4.5659,4.6409,56088100.0
2024-12-18,4.6408,4.763,4.19,4.3361,84978873.3
2024-12-19,4.3362,4.5984,3.9339,4.0754,131068350.3
2024-12-20,4.0753,4.6193,3.492,4.5815,197631937.0
2024-12-21,4.5816,4.9099,4.2305,4.3629,122761811.8
2024-12-22,4.363,4.5951,4.164,4.3257,98198185.5
2024-12-23,4.3258,4.7576,4.1089,4.7163,95752445.5
2024-12-24,4.716,4.758,4.4647,4.6059,66727550.6
2024-12-25,4.606,4.6442,4.4531,4.4983,37173241.8
2024-12-26,4.4986,4.5342,4.1483,4.2024,49242072.1
2024-12-27,4.2023,4.4153,4.0542,4.0847,53508066.9
2024-12-28,4.0848,4.2678,3.9782,4.2133,39076586.4
2024-12-29,4.2133,4.28,4.0527,4.0921,26878303.7
2024-12-30,4.0922,4.3748,3.946,4.1811,58145109.7
2024-12-31,4.1812,4.3463,4.0479,4.1225,46337644.7
2025-01-01,4.1226,4.3187,4.046,4.2847,27318153.9
2025-01-02,4.2848,4.4659,4.256,4.3526,33034319.5
2025-01-03,4.3527,4.9888,4.2436,4.9843,60704503.6
2025-01-04,4.9842,5.3598,4.8406,5.2902,97832735.2
2025-01-05,5.2902,5.3256,5.1183,5.2443,46958284.4
2025-01-06,5.2444,5.3687,4.9779,5.09,50481892.3
2025-01-07,5.09,5.1717,4.75,4.7852,61451024.6
2025-01-08,4.7852,4.9159,4.3853,4.8961,94015646.0
2025-01-09,4.896,4.896,4.4954,4.7506,83277878.8
2025-01-10,4.7506,5.2519,4.7338,5.1229,111348040.6
2025-01-11,5.1229,5.1429,4.9039,4.97,39482185.7
2025-01-12,4.9699,4.9823,4.6884,4.7328,35496800.3
2025-01-13,4.7328,4.8606,4.253,4.7487,125931651.2
2025-01-14,4.7488,4.764,4.5411,4.5855,64780920.8
2025-01-15,4.5855,4.8919,4.4326,4.8359,91476529.6
2025-01-16,4.836,5.0574,4.5802,4.749,81163872.3
2025-01-17,4.749,4.9687,4.7121,4.8382,71402361.1
2025-01-18,4.8381,5.1396,4.6107,5.004,87501287.3
2025-01-19,5.004,5.0275,4.3903,4.5071,134825955.2
2025-01-20,4.5067,4.847,4.29,4.4181,147342800.5
2025-01-21,4.4181,4.7989,4.2167,4.6581,76128629.9
2025-01-22,4.658,4.7055,4.452,4.4711,35303085.6
2025-01-23,4.471,4.4778,4.156,4.3023,56848852.3
2025-01-24,4.3023,4.4841,4.1612,4.2016,50007617.8
2025-01-25,4.2017,4.2598,4.0985,4.13,33973139.0
2025-01-26,4.13,4.2226,3.8618,3.87,34787808.1
2025-01-27,3.8701,4.0167,3.4952,3.9636,140489186.3
2025-01-28,3.9637,4.0138,3.6087,3.6528,52312596.3
2025-01-29,3.6535,3.8927,3.6011,3.6984,60464171.7
2025-01-30,3.6985,4.2148,3.6661,4.118,73929975.6
2025-01-31,4.1181,4.2526,4.0105,4.0891,62078630.9
2025-02-01,4.0883,4.1195,3.721,3.7347,39607209.4
2025-02-02,3.7347,3.8588,3.0758,3.3072,107395689.2
2025-02-03,3.3073,3.8325,2.39,3.6504,321356313.1
2025-02-04,3.6504,3.8999,3.2744,3.594,160602043.0
2025-02-05,3.5951,3.7202,3.3029,3.3302,86612120.2
2025-02-06,3.3303,3.5123,3.1045,3.1358,97129245.8
2025-02-07,3.1358,3.3875,2.9042,3.0139,105259883.6
2025-02-08,3.014,3.0893,2.8832,3.0624,60451283.9
2025-02-09,3.0627,3.1831,2.8679,2.9952,64793426.4
2025-02-10,2.9951,3.3072,2.9006,3.2159,89129532.2
2025-02-11,3.2158,3.5854,3.2012,3.3279,98989961.3
2025-02-12,3.3278,3.6699,3.08,3.5821,119295684.7
2025-02-13,3.5822,3.6566,3.4093,3.4676,68961005.5
2025-02-14,3.4677,3.7386,3.4267,3.5531,62311129.3
2025-02-15,3.5532,3.5995,3.3736,3.4178,32754215.9
2025-02-16,3.4177,3.4638,3.2482,3.2688,33620742.0
2025-02-17,3.2689,3.3573,3.1437,3.2183,48973002.6
2025-02-18,3.2183,3.2352,2.9205,3.0652,73888005.2
2025-02-19,3.0653,3.2601,3.0059,3.2182,69343352.9
2025-02-20,3.2182,3.4801,3.1891,3.4508,56275911.9
2025-02-21,3.4507,3.5699,3.2213,3.2695,80214581.0
2025-02-22,3.2696,3.4551,3.2516,3.4216,34073643.0
2025-02-23,3.4216,3.4866,3.2852,3.3782,31629408.2
2025-02-24,3.3782,3.4496,2.8,2.8304,114909197.3
2025-02-25,2.8304,3.0158,2.6338,2.9577,197736823.3
2025-02-26,2.9577,3.096,2.7434,2.8831,113387130.8
2025-02-27,2.8832,2.9803,2.7588,2.7888,65376606.4
2025-02-28,2.7889,2.8577,2.5165,2.83,110185577.6
2025-03-01,2.8301,2.925,2.7816,2.8194,45305597.7
2025-03-02,2.8195,3.2513,2.791,3.1935,101360907.0
2025-03-03,3.1935,3.2073,2.5831,2.6179,92351353.1
2025-03-04,2.6181,2.6534,2.2559,2.5262,146366349.3
2025-03-05,2.5261,2.6909,2.4424,2.6332,73567270.5
2025-03-06,2.6331,3.0,2.5879,2.7361,133130182.3
2025-03-07,2.7361,2.8909,2.5613,2.5826,131733779.8
2025-03-08,2.5827,2.6299,2.4674,2.4834,31604374.1
2025-03-09,2.4833,2.5251,2.251,2.2898,52208202.9
2025-03-10,2.2899,2.4494,2.0577,2.0888,96302349.2
2025-03-11,2.089,2.3063,1.9626,2.2288,105937935.5
2025-03-12,2.2297,2.3762,2.1716,2.2854,66541272.6
2025-03-13,2.2846,2.343,2.1143,2.1635,53460809.9
2025-03-14,2.1635,2.3862,2.1592,2.3254,52363087.0
2025-03-15,2.3249,2.4269,2.3,2.3523,35560593.8
2025-03-16,2.3523,2.3677,2.2051,2.2314,36884877.2
2025-03-17,2.2314,2.3815,2.2288,2.379,58479643.4
2025-03-18,2.379,2.3884,2.2206,2.2847,52490169.1
2025-03-19,2.2848,2.4867,2.2771,2.4745,65904441.8
2025-03-20,2.4744,2.5014,2.3431,2.3571,44620336.1
2025-03-21,2.3567,2.3694,2.2325,2.2527,45241389.7
2025-03-22,2.2525,2.3089,2.2331,2.2638,22756938.9
2025-03-23,2.2638,2.3006,2.2358,2.2925,25644230.9
2025-03-24,2.2926,2.4508,2.2604,2.3975,55889399.0
2025-03-25,2.3975,2.4843,2.3344,2.4574,50925088.2
2025-03-26,2.4575,2.6527,2.4391,2.6198,77655518.4
2025-03-27,2.6196,2.8309,2.6069,2.7811,93460343.4
2025-03-28,2.7808,2.799,2.4698,2.5058,78257048.7
2025-03-29,2.5058,2.5458,2.2492,2.3114,61443288.4
2025-03-30,2.3114,2.4556,2.2804,2.3515,47804054.1
2025-03-31,2.3518,2.3567,2.1815,2.2674,59087121.9
2025-04-01,2.2674,2.5279,2.2522,2.4075,62984749.6
2025-04-02,2.4076,2.55,2.2524,2.3081,86360879.7
2025-04-03,2.3079,2.4391,2.1821,2.2632,98448961.8
2025-04-04,2.2635,2.325,2.1285,2.2577,97462219.3
2025-04-05,2.2577,2.2776,2.1815,2.2163,27124305.9
2025-04-06,2.2164,2.2244,1.8829,1.9215,68127350.2
2025-04-07,1.9215,2.1,1.7174,2.0191,165709258.1
2025-04-08,2.0192,2.1031,1.9239,1.9306,84463274.4
2025-04-09,1.9306,2.2887,1.8627,2.2217,160205439.4
2025-04-10,2.2216,2.2304,2.0511,2.1127,85593794.4
2025-04-11,2.1126,2.2499,2.0966,2.1882,79566591.5
2025-04-12,2.188,2.3979,2.1575,2.3463,87819932.1
2025-04-13,2.3465,2.4175,2.2032,2.2335,92321218.3
2025-04-14,2.2335,2.351,2.1724,2.1925,80868576.1
2025-04-15,2.1925,2.25,2.0836,2.0889,66752360.6
2025-04-16,2.0887,2.1356,2.0212,2.0555,58137294.5
2025-04-17,2.0556,2.1705,2.0437,2.123,40058347.3
2025-04-18,2.1231,2.1542,2.0951,2.1202,25360734.4
2025-04-19,2.1203,2.1789,2.1111,2.1549,23389048.1
2025-04-20,2.155,2.1722,2.0821,2.1135,29291969.0
2025-04-21,2.1135,2.2852,2.1096,2.1964,67546675.2
2025-04-22,2.1965,2.7488,2.1679,2.6674,100338186.2
2025-04-23,2.6672,3.0786,2.6672,2.9662,170451488.1
2025-04-24,2.9656,3.3944,2.895,3.3437,165560735.6
2025-04-25,3.3438,3.8121,3.2736,3.519,172234622.0
2025-04-26,3.519,3.6491,3.3554,3.5197,77689856.2
2025-04-27,3.5198,3.6551,3.4235,3.5581,63830142.5
2025-04-28,3.5579,3.875,3.39,3.5265,131536628.8
2025-04-29,3.5269,3.6349,3.4199,3.5319,70168616.8
2025-04-30,3.5318,3.6036,3.2721,3.5053,73777963.2
2025-05-01,3.5051,3.7666,3.4551,3.5504,87841188.9
2025-05-02,3.5504,3.5717,3.3891,3.4259,82362008.0
2025-05-03,3.4259,3.4637,3.265,3.3351,50521532.7
2025-05-04,3.3353,3.36,3.1548,3.2747,53017924.9
2025-05-05,3.2748,3.4942,3.2109,3.4234,90863023.4
2025-05-06,3.4231,3.4277,3.12,3.3458,93102241.9
2025-05-07,3.3461,3.4467,3.2333,3.3314,71412580.9
2025-05-08,3.3308,4.1,3.3157,4.0335,163470657.1
2025-05-09,4.0332,4.0771,3.8141,3.9504,128396302.2
2025-05-10,3.9503,4.158,3.833,4.1214,85767613.4
2025-05-11,4.1213,4.274,3.8902,4.0175,85432431.6
2025-05-12,4.0176,4.2989,3.808,3.9632,130517259.4
2025-05-13,3.9632,4.1139,3.815,4.0632,64931065.9
2025-05-14,4.0631,4.0834,3.8523,3.9152,47943485.7
2025-05-15,3.9154,3.96,3.6358,3.8486,71854598.0
2025-05-16,3.8487,3.9513,3.7186,3.7802,46040992.3
2025-05-17,3.7802,3.863,3.672,3.8018,39719906.7
2025-05-18,3.8016,3.9349,3.7358,3.9106,27722045.8
